transaction_id,transaction_date,transaction_amount,merchant_category,card_type,transaction_location,cardholder_age,cardholder_gender,transaction_description,account_balance,calander_income
324,28-09-2023,2986,Groceries,MasterCard,Situ,53,Male,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,11115,31119
325,24-07-2024,2358,Clothing,Amex,Monjas,98,Male,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",34160,62245
326,15-02-2024,1756,Groceries,Discover,Fenshui,50,Female,Morbi a ipsum. Integer a nibh. In quis justo.,73475,35811
327,20-12-2023,9938,Entertainment,Discover,Huyu,86,Female,Cras non velit nec nisi vulputate nonummy.,45581,37769
328,14-01-2024,6615,Clothing,Amex,Meixi,47,Male,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",43789,187866
329,21-01-2024,1669,Electronics,Visa,Tatarbunary,90,Male,Aenean fermentum.,27573,187951
330,16-11-2023,7158,Electronics,Discover,Pliska,82,Male,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",58700,79896
331,21-05-2024,9173,Education,Visa,Lazo,18,Female,In eleifend quam a odio. In hac habitasse platea dictumst.,18662,152279
332,16-07-2024,9916,Education,MasterCard,Oxapampa,59,Male,Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,73639,123568
333,23-06-2024,8769,Restaurant,Discover,Rumoi,48,Female,Curabitur gravida nisi at nibh.,8676,42414
334,26-06-2024,6162,Restaurant,MasterCard,Siao,36,Female,Cras pellentesque volutpat dui.,58346,78118
335,20-07-2024,6748,Healthcare,Visa,Cisaro,100,Female,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",95670,28931
336,09-04-2024,2313,Education,MasterCard,Jing’an,25,Female,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",99878,139718
337,15-10-2023,3951,Education,Visa,Extrema,91,Male,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",99855,43332
338,16-10-2023,9644,Groceries,Discover,Malusac,22,Male,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",57247,51168
339,15-07-2024,2434,Healthcare,Amex,Fontem,84,Female,Morbi quis tortor id nulla ultrices aliquet.,20865,36728
340,15-01-2024,6698,Electronics,Amex,Chengjiao Chengguanzhen,73,Male,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",1008,189158
341,15-07-2024,9394,Travel,Amex,Port-de-Paix,35,Male,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,70589,190675
342,27-05-2024,8731,Healthcare,Discover,Sonzacate,40,Genderfluid,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",75846,92340
343,29-12-2023,7059,Entertainment,Visa,Krajan Tanjungrejo,29,Male,Ut tellus.,7368,107836
344,13-06-2024,9669,Education,Discover,Lianjiangkou,65,Female,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",59680,109568
345,18-01-2024,7800,Education,MasterCard,Sanjō,71,Female,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,62661,195832
346,18-06-2024,7930,Electronics,MasterCard,Sagae,85,Female,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,27487,92942
347,27-08-2024,306,Travel,Visa,Pará de Minas,52,Female,Integer a nibh. In quis justo.,48864,131146
348,13-12-2023,4343,Healthcare,Amex,Seremban,87,Female,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",3152,140733
349,08-02-2024,6504,Groceries,Visa,Tengjia,47,Male,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.,11456,119020
350,05-09-2024,4550,Groceries,Discover,Meicheng,69,Male,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",4074,21053
351,24-03-2024,8631,Restaurant,Discover,Xianghua,83,Female,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",20038,153923
352,26-03-2024,8922,Healthcare,Amex,Sölvesborg,43,Male,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,90796,44532
353,21-10-2023,4069,Healthcare,Amex,Centro Habana,28,Female,Donec dapibus.,20760,87222
354,11-05-2024,8258,Education,Visa,Évry,25,Female,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",36959,104119
355,09-06-2024,8489,Groceries,Amex,Four Cross Roads,29,Genderqueer,Vivamus tortor. Duis mattis egestas metus.,22473,47361
356,01-05-2024,7252,Education,Visa,Dananshan,96,Male,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,55774,129786
357,28-04-2024,5630,Clothing,Visa,Xiamao,42,Genderqueer,Donec semper sapien a libero. Nam dui.,67331,55218
358,20-01-2024,8293,Groceries,Discover,Goúrnes,37,Male,Maecenas ut massa quis augue luctus tincidunt.,91599,126386
359,11-05-2024,80,Entertainment,Discover,Kresek,38,Female,Integer ac neque. Duis bibendum.,17448,51274
360,04-01-2024,3289,Travel,Discover,Kotor,61,Male,Vivamus tortor.,54861,194661
361,12-09-2024,4309,Electronics,Discover,Thị Trấn Pác Miầu,100,Female,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",55264,184915
362,10-04-2024,594,Healthcare,MasterCard,Neiafu,75,Male,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.,33820,28863
363,11-08-2024,9821,Electronics,MasterCard,Hengdaohezi,86,Female,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",27384,44139
364,09-08-2024,7720,Groceries,Amex,Al Hijrah,96,Female,Nulla justo.,38137,78213
365,29-12-2023,4896,Entertainment,Discover,Dalian,99,Female,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,7695,131495
366,07-04-2024,3179,Travel,MasterCard,Monkayo,79,Male,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",97956,88626
367,07-01-2024,7318,Entertainment,Amex,Tagiura,89,Female,In hac habitasse platea dictumst.,93786,180255
368,13-09-2024,2822,Groceries,Amex,Independencia,24,Female,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.,32080,52890
369,10-08-2024,4513,Clothing,MasterCard,Calumpit,98,Female,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",81730,74942
370,23-03-2024,9432,Education,Visa,Bongandanga,64,Female,Mauris sit amet eros.,95926,92165
371,15-10-2023,1918,Electronics,Visa,Shangzhang,49,Male,Duis at velit eu est congue elementum.,32134,121034
372,10-04-2024,8799,Entertainment,MasterCard,Wonda,43,Male,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",9412,51234
373,23-02-2024,5353,Electronics,MasterCard,Magisterial,89,Female,Morbi ut odio.,89622,55358
374,22-01-2024,3283,Restaurant,Visa,Outeiro,89,Female,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,20866,110973
375,14-08-2024,546,Clothing,Discover,Ugba,49,Male,Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.,12944,123329
376,20-07-2024,467,Healthcare,Amex,Ubatuba,58,Male,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",51609,84750
377,13-03-2024,8909,Electronics,Discover,Adolfo Lopez Mateos,44,Male,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.,64988,136000
378,03-05-2024,3154,Education,Visa,Cisitu,68,Male,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",67831,54461
379,12-09-2024,9795,Healthcare,Discover,Shi’an,81,Female,Aenean lectus.,32471,196601
380,28-06-2024,9251,Restaurant,MasterCard,Koutsopódi,70,Male,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",79759,31187
381,13-10-2023,377,Electronics,Amex,Zhangqing,57,Male,Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus.,74677,77023
382,08-06-2024,5227,Groceries,MasterCard,Rusip,72,Male,Duis at velit eu est congue elementum.,34751,65907
383,06-04-2024,9825,Restaurant,Amex,Shuangfeng,67,Female,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",56864,24393
384,27-09-2023,2642,Entertainment,Visa,Madang,29,Male,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",50748,95853
385,13-03-2024,8721,Healthcare,Visa,Nanterre,97,Male,Duis aliquam convallis nunc.,67359,39499
386,24-01-2024,1391,Healthcare,Discover,Vasyshcheve,25,Male,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.,7318,186842
387,27-04-2024,6770,Restaurant,Amex,Xingfu,44,Male,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",75945,65509
388,25-02-2024,1399,Clothing,Amex,Aghada,19,Female,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",32653,64922
389,08-11-2023,3785,Entertainment,MasterCard,Sendangkemulian,60,Male,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",54506,28487
390,10-03-2024,4817,Electronics,Discover,Murom,31,Female,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",25715,156858
391,11-10-2023,6763,Entertainment,Amex,Fujishiro,18,Female,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",67087,99576
392,09-03-2024,6668,Education,Discover,Kaligutan,78,Female,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",65526,109287
393,04-11-2023,6883,Restaurant,MasterCard,Baoshan,39,Genderfluid,Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.,22955,22190
394,22-03-2024,4726,Education,Amex,Kingston,47,Female,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.,33232,37100
395,03-09-2024,8326,Education,Discover,Kadukaung,97,Female,Integer ac neque.,26045,119147
396,01-02-2024,5496,Healthcare,MasterCard,Miguelópolis,94,Genderqueer,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.",18608,169070
397,22-08-2024,3283,Entertainment,Amex,Haquira,85,Female,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,4947,61671
398,06-04-2024,8354,Clothing,MasterCard,Pagnag,52,Female,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.",80462,33429
399,29-06-2024,5998,Travel,Amex,Tsukumiura,72,Female,Vivamus tortor.,97028,188026
400,07-04-2024,1688,Clothing,Visa,Nierumai,82,Female,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",82784,61743
401,22-04-2024,7895,Travel,Amex,Sigetec,62,Genderqueer,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.,64500,142830
402,15-02-2024,150,Entertainment,Visa,Fushun,54,Female,Donec semper sapien a libero. Nam dui.,64349,107432
403,25-09-2023,8619,Education,Visa,Hénin-Beaumont,100,Male,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",30197,139050
404,21-08-2024,4936,Education,Visa,Tomislavgrad,19,Female,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,65025,94687
405,27-03-2024,4962,Travel,Discover,La Victoria,64,Female,Phasellus in felis. Donec semper sapien a libero.,44026,190935
406,02-12-2023,7913,Clothing,Visa,Périgny,82,Male,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",81110,193154
407,29-03-2024,8098,Entertainment,Discover,Tungelsta,53,Female,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",66642,141700
408,01-10-2023,6649,Electronics,Discover,Aubenas,39,Male,Fusce consequat. Nulla nisl.,28524,50155
409,07-07-2024,2620,Education,Amex,Futaleufú,67,Male,Suspendisse potenti.,25483,69323
410,15-04-2024,5396,Travel,Amex,Poniklá,56,Male,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",41385,96663
411,06-12-2023,7716,Travel,MasterCard,Banjar Peguyangan,56,Female,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",4788,111612
412,13-02-2024,335,Travel,Discover,Inderka,38,Male,Pellentesque viverra pede ac diam.,44232,46592
413,24-08-2024,2402,Education,Visa,Punta de Bombón,75,Female,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",41056,60861
414,08-01-2024,3535,Entertainment,Visa,Vorontsovka,82,Male,In hac habitasse platea dictumst.,19330,92637
415,07-08-2024,3409,Restaurant,Discover,Pindiga,66,Genderqueer,Mauris sit amet eros.,32971,117170
416,04-07-2024,4826,Groceries,Visa,Santa Rita Village,58,Male,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",75217,54372
417,25-02-2024,2028,Entertainment,Amex,Caluire-et-Cuire,20,Male,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",91564,82718
418,25-01-2024,2397,Healthcare,Discover,Bronnitsy,52,Female,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",73406,149573
419,21-07-2024,5471,Education,Visa,Lagoa Santa,63,Female,Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo.,10907,136839
420,03-03-2024,6144,Education,MasterCard,Uacon,45,Female,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",45139,112997
421,09-10-2023,1732,Entertainment,MasterCard,Paujiles,56,Female,Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.,67524,176033
422,21-03-2024,9559,Travel,MasterCard,Kaustinen,37,Female,In sagittis dui vel nisl. Duis ac nibh.,40850,189861
423,16-07-2024,5195,Restaurant,Discover,Ufimskiy,86,Female,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",50588,157936
424,31-05-2024,5527,Clothing,Discover,Humpolec,80,Male,Nulla mollis molestie lorem.,84035,95162
425,30-12-2023,2594,Education,Discover,Nantes,68,Female,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,9562,67189
426,18-05-2024,6746,Travel,Visa,Yingcui,29,Female,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",20492,125352
427,09-06-2024,2463,Restaurant,MasterCard,Tonggu,65,Female,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",22877,154009
428,05-05-2024,4053,Travel,MasterCard,Parang,35,Male,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,85425,81197
429,15-01-2024,108,Clothing,Discover,Shorko,74,Female,"Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",25948,101820
430,14-07-2024,5079,Electronics,Discover,Savalou,34,Female,Nam dui.,84053,48040
431,19-07-2024,5033,Restaurant,Amex,Pukhavichy,93,Male,In blandit ultrices enim.,76131,100261
432,15-08-2024,3683,Education,MasterCard,Kulia Village,69,Male,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue.",69940,110283
433,20-11-2023,8017,Entertainment,Discover,Cuauhtemoc,98,Male,Duis bibendum.,23073,99288
434,24-06-2024,9017,Restaurant,Amex,Begowāla,47,Female,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",78984,43381
435,16-12-2023,9088,Education,Visa,El Arañado,52,Bigender,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",51234,104855
436,21-05-2024,4443,Groceries,Discover,Yylanly,75,Agender,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.,14693,68736
437,23-06-2024,7993,Entertainment,Amex,Berlin,36,Female,Curabitur gravida nisi at nibh.,47445,163706
438,04-09-2024,4192,Education,Discover,Shamakhi,66,Male,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,64390,196644
439,18-04-2024,956,Entertainment,Visa,Cové,99,Male,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.,21832,49704
440,08-01-2024,2149,Restaurant,Discover,Neyagawa,98,Male,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",85669,29355
441,20-01-2024,5723,Healthcare,MasterCard,Tawan tawan,23,Female,Praesent lectus.,42159,39641
442,12-01-2024,8967,Electronics,Discover,Cabadiangan,40,Female,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,59510,60845
443,13-02-2024,7183,Groceries,Visa,Dos Quebradas,96,Male,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",16983,173240
444,11-07-2024,5909,Healthcare,Discover,Saint-Germain-en-Laye,62,Female,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",46154,31973
445,31-10-2023,3741,Electronics,Discover,Salingogan,56,Male,Ut at dolor quis odio consequat varius.,50399,170808
446,08-04-2024,5389,Education,MasterCard,Granard,93,Polygender,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",3221,183431
447,10-06-2024,5247,Electronics,MasterCard,Rechitsy,39,Female,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,76022,187780
448,02-04-2024,8395,Education,Visa,Pego Longo,37,Male,Aenean fermentum.,74410,128861
449,18-05-2024,324,Electronics,Visa,Souto,49,Female,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,41074,62128
450,07-03-2024,3039,Education,MasterCard,Uttaradit,66,Female,Maecenas rhoncus aliquam lacus.,59367,86908
451,11-05-2024,6174,Education,Discover,Camplong,29,Male,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",22945,142265
452,01-03-2024,9094,Restaurant,Discover,Biharamulo,49,Male,Sed vel enim sit amet nunc viverra dapibus.,33554,80372
453,21-04-2024,2748,Healthcare,MasterCard,Jengglungharjo,75,Female,"Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",39463,105571
454,25-01-2024,8172,Healthcare,MasterCard,Gao’an,58,Female,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",91284,21100
455,12-09-2024,912,Clothing,Amex,Las Sabanas,49,Female,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",25439,90361
456,01-01-2024,1503,Education,Amex,Kousséri,41,Female,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo.,16343,20789
457,10-08-2024,5012,Electronics,Amex,Butwāl,90,Male,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",88578,129062
458,17-04-2024,6197,Entertainment,Visa,Cisitu,26,Male,Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.,56791,92188
459,12-11-2023,1824,Restaurant,Discover,Ust-Maya,94,Female,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero.",47636,89737
460,15-12-2023,4381,Healthcare,Amex,Taourirt,18,Female,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,51747,180618
461,10-12-2023,6892,Healthcare,Discover,Quinta,54,Female,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,48321,195053
462,24-10-2023,7337,Healthcare,Discover,Kiarajangkung,47,Female,Quisque ut erat.,87856,60695
463,29-06-2024,5558,Healthcare,Discover,Nemuro,97,Male,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl.",36393,144681
464,13-01-2024,1687,Travel,Visa,Guaynabo,18,Female,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",41577,139392
465,01-05-2024,1522,Travel,Amex,Sabanalarga,100,Female,Proin at turpis a pede posuere nonummy. Integer non velit.,22739,40675
466,04-01-2024,7039,Healthcare,Visa,Kačanik,34,Male,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.",42737,102115
467,08-05-2024,3205,Travel,Visa,Żyrardów,66,Male,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,3621,36655
468,08-06-2024,6320,Education,Discover,Saginaw,21,Female,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,69722,125749
469,05-11-2023,7641,Education,Discover,Sagrada Familia,39,Female,Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.,7523,69561
470,03-12-2023,3772,Clothing,Visa,Zhangdun,55,Bigender,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",88307,165413
471,22-09-2023,9656,Clothing,Visa,Junliangcheng,91,Male,Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,70334,181744
472,20-10-2023,905,Groceries,MasterCard,Sidirókastro,94,Female,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",55338,52669
473,30-08-2024,8046,Healthcare,Visa,Marfino,22,Female,Quisque ut erat.,89144,55003
474,05-11-2023,5235,Entertainment,MasterCard,Jinsheng,58,Male,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",55227,108570
475,16-10-2023,6257,Healthcare,Amex,Xiadong,60,Male,Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,16137,44713
476,08-04-2024,7818,Electronics,Visa,El Copé,66,Female,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.,8046,145046
477,17-02-2024,2664,Electronics,MasterCard,Vitali,55,Male,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",77509,180814
478,17-06-2024,7239,Clothing,MasterCard,Daqiao,57,Female,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",96006,174183
